date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:50:41	2844/2844	---MCZ	200	added ('OK')	application/json	date:Mon,%2003%20Apr%202023%2016:50:41%20GMT	https://kksmartcom.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkksmartcom.com%2Fprojects%2Fcore-developer-the-platform-for-learning-to-program	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-json/oembed/1.0/embedf4fd.json	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:41	1/1	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Apr%202023%2016:50:41%20GMT	https://kksmartcom.com/?p=7175	D:/Crack%20site/kksmartcom.com/kksmartcom.com/indexe644.html	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:41	2932/2932	---MCZ	200	added ('OK')	text/xml	date:Mon,%2003%20Apr%202023%2016:50:42%20GMT	https://kksmartcom.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkksmartcom.com%2Fprojects%2Fcore-developer-the-platform-for-learning-to-program&format=xml	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-json/oembed/1.0/embed08bf	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:41	231090/231090	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d702-386b2%22	https://kksmartcom.com/wp-content/uploads/2023/01/22@2x-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/22@2x-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:42	326458/326458	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d74d-4fb3a%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-1.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-1.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:42	191407/191407	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d756-2ebaf%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-2@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-2@2x.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:42	186065/186065	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d76a-2d6d1%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-3.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-3.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:42	104457/104457	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d775-19809%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-4@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-4@2x.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:42	196083/196083	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d78a-2fdf3%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-5.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-5.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:43	107590/107590	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d794-1a446%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-6@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-6@2x.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:43	326968/326968	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d7ac-4fd38%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-7.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-7.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:43	192433/192433	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d7b3-2efb1%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-8@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-8@2x.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:43	146031/146031	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d892-23a6f%22	https://kksmartcom.com/wp-content/uploads/2023/01/Images1-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Images1-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:44	144140/144140	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d8a3-2330c%22	https://kksmartcom.com/wp-content/uploads/2023/01/Images2@2x-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Images2@2x-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:44	226400/226400	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d8c6-37460%22	https://kksmartcom.com/wp-content/uploads/2023/01/Images3-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Images3-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:44	218545/218545	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d8d8-355b1%22	https://kksmartcom.com/wp-content/uploads/2023/01/Images4@2x-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Images4@2x-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:44	324705/324705	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d902-4f461%22	https://kksmartcom.com/wp-content/uploads/2023/01/Images5-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Images5-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:45	313276/313276	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d913-4c7bc%22	https://kksmartcom.com/wp-content/uploads/2023/01/Images6@2x-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Images6@2x-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:45	406539/406539	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d931-6340b%22	https://kksmartcom.com/wp-content/uploads/2023/01/Images7-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Images7-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:45	178556/178556	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d984-2b97c%22	https://kksmartcom.com/wp-content/uploads/2023/01/UI-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/UI-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:45	396393/396393	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d944-60c69%22	https://kksmartcom.com/wp-content/uploads/2023/01/Images8@2x-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Images8@2x-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:45	175630/175630	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d9a5-2ae0e%22	https://kksmartcom.com/wp-content/uploads/2023/01/UI@2x-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/UI@2x-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:45	101520/101520	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d9b5-18c90%22	https://kksmartcom.com/wp-content/uploads/2023/01/Wireframes-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Wireframes-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:46	100767/100767	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d9c3-1899f%22	https://kksmartcom.com/wp-content/uploads/2023/01/Wireframes@2x-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Wireframes@2x-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:46	163481/163481	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d6ca-27e99%22	https://kksmartcom.com/wp-content/uploads/2023/01/11.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/11.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:46	94258/94258	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d6d0-17032%22	https://kksmartcom.com/wp-content/uploads/2023/01/11@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/11@2x.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:46	147504/147504	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d710-24030%22	https://kksmartcom.com/wp-content/uploads/2023/01/32.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/32.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:47	81545/81545	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d726-13e89%22	https://kksmartcom.com/wp-content/uploads/2023/01/32@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/32@2x.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:47	214270/214270	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d86d-344fe%22	https://kksmartcom.com/wp-content/uploads/2023/01/Images-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Images-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:47	209966/209966	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d87d-3342e%22	https://kksmartcom.com/wp-content/uploads/2023/01/Images@2x-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Images@2x-scaled.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:47	309322/309322	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d84a-4b84a%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-758530759.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-758530759.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:48	186903/186903	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d856-2da17%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-758530759@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-758530759@2x.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:48	286139/286139	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d7ec-45dbb%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-758530757.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-758530757.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:48	172819/172819	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d7f2-2a313%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-758530757@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-758530757@2x.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:48	267617/267617	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d7c6-41561%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-75853075.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-75853075.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:48	167162/167162	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d7cf-28cfa%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-75853075@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-75853075@2x.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:49	267283/267283	---M--	200	added ('OK')	image/jpeg	etag:%2263c7e230-41413%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-758530758-1.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-758530758-1.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:49	160867/160867	---M--	200	added ('OK')	image/jpeg	etag:%2263c7e236-27463%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-758530758@2x-1.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-758530758@2x-1.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:49	237884/237884	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d80c-3a13c%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-758530758.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-758530758.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:49	128891/128891	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d82f-1f77b%22	https://kksmartcom.com/wp-content/uploads/2023/01/Frame-758530758@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Frame-758530758@2x.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:49	179113/179113	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d69d-2bba9%22	https://kksmartcom.com/wp-content/uploads/2023/01/1.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/1.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:50	105700/105700	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d6a3-19ce4%22	https://kksmartcom.com/wp-content/uploads/2023/01/1@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/1@2x.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:50	172186/172186	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d6b4-2a09a%22	https://kksmartcom.com/wp-content/uploads/2023/01/2.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/2.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:50	98346/98346	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d6b9-1802a%22	https://kksmartcom.com/wp-content/uploads/2023/01/2@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/2@2x.jpg	(from https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program)
17:50:51	111982/111982	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2016:50:51%20GMT	https://kksmartcom.com/projects?cat=education&tag=all	D:/Crack%20site/kksmartcom.com/kksmartcom.com/projects12f1.html	(from https://kksmartcom.com/projects?cat=education)
17:50:51	334836/334836	---M--	200	added ('OK')	image/jpeg	etag:%2261799c78-51bf4%22	https://kksmartcom.com/wp-content/uploads/2021/09/Cover-all-cases-1-1-scaled.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/Cover-all-cases-1-1-scaled.jpg	(from https://kksmartcom.com/projects?cat=education)
17:50:51	409920/409920	---M--	200	added ('OK')	image/jpeg	etag:%226179bc3c-64140%22	https://kksmartcom.com/wp-content/uploads/2021/09/Cover-all-cases-6.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/Cover-all-cases-6.jpg	(from https://kksmartcom.com/projects?cat=education)
17:50:51	386/386	---M--	200	added ('OK')	image/svg+xml	etag:%22642281c3-182%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/maz2.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/maz2.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/ui.css)
17:50:52	471/471	---M--	200	added ('OK')	image/svg+xml	etag:%22642281c2-1d7%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/ds.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/ds.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/ui.css)
17:50:52	953/953	---M--	200	added ('OK')	image/svg+xml	etag:%226422818a-3b9%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/darrow.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/darrow.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/ui.css)
17:50:52	811/811	---M--	200	added ('OK')	image/svg+xml	etag:%22642281d5-32b%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/qu.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/qu.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/ui.css)
17:50:53	364/364	---M--	200	added ('OK')	image/svg+xml	etag:%226422818e-16c%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/vusa.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/vusa.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/ui.css)
17:50:53	9283/9283	---M--	200	added ('OK')	image/png	etag:%22642281aa-2443%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/blob.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/blob.png	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/ui.css)
17:50:53	189/189	---M--	200	added ('OK')	image/svg+xml	etag:%2264228192-bd%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/home-back.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/home-back.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/ui.css)
17:50:53	935/935	---M--	200	added ('OK')	image/svg+xml	etag:%2264228174-3a7%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/mfs2.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/mfs2.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/ui.css)
17:50:54	291/291	---M--	200	added ('OK')	image/svg+xml	etag:%22642281c5-123%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/orange-link-arrow.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/orange-link-arrow.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/main.css)
17:50:54	474/474	---M--	200	added ('OK')	image/png	etag:%2264228186-1da%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/headerline.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/headerline.png	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/main.css)
17:50:54	394/394	---M--	200	added ('OK')	image/svg+xml	etag:%22642281bb-18a%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/checkbox.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/checkbox.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/main.css)
17:50:55	251/251	---M--	200	added ('OK')	image/svg+xml	etag:%226422817d-fb%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/right-arrow.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/right-arrow.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/main.css)
17:50:55	621/621	---M--	200	added ('OK')	image/svg+xml	etag:%22642281d3-26d%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/orange*.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/orange_.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/main.css)
17:50:55	282/282	---M--	200	added ('OK')	image/svg+xml	etag:%22642281c8-11a%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/arrow-right-white.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/arrow-right-white.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/main.css)
17:50:55	3302/3302	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%226266a0c3-ce6%22	https://kksmartcom.com/wp-content/themes/kksmartcom/css/owl.video.play.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/css/owl.video.play.png	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/owl.carousel.css)
17:50:56	385/385	---M--	200	added ('OK')	image/svg+xml	etag:%22642281c7-181%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/he2.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/he2.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/services-new.css)
17:50:56	1643/1643	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22642281c1-66b%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/he1.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/he1.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/services-new.css)
17:50:56	433/433	---M--	200	added ('OK')	image/svg+xml	etag:%22642281ef-1b1%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/awards/v.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/awards/v.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/services-new.css)
17:50:56	3763/3763	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22642281f1-eb3%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/awards/crut.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/awards/crut.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/services-new.css)
17:50:57	32268/32268	---M--	200	added ('OK')	image/png	etag:%22642281f7-7e0c%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/services/heading-circle.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/services/heading-circle.png	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/services-new.css)
17:50:57	838/838	---M--	200	added ('OK')	image/png	etag:%22642281ec-346%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/awards/line-lime.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/awards/line-lime.png	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/services-new.css)
17:50:57	1221/1221	---M--	200	added ('OK')	image/png	etag:%226422817e-4c5%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/la1.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/la1.png	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/services-new.css)
17:50:57	13448/13448	---M--	200	added ('OK')	image/png	etag:%22642281ad-3488%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/text-circle.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/text-circle.png	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/services-new.css)
17:50:58	927/927	---M--	200	added ('OK')	image/png	etag:%22642281d4-39f%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/ln2.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/ln2.png	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/services-new.css)
17:50:58	2227/2227	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22642281b3-8b3%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/he1-mob.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/he1-mob.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/services-new.css)
17:50:58	1091/1091	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22642281dc-443%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/mob-circle-heading.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/mob-circle-heading.svg	(from https://kksmartcom.com/wp-content/themes/kksmartcom/css/services-new.css)
17:50:59	848/848	---MC-	200	added ('OK')	application/rss+xml	etag:%223d49a200947ce2db40973a9fdf8452da%22	https://kksmartcom.com/projects/punk-panda-swap-stake-and-farm-platform/feed	D:/Crack%20site/kksmartcom.com/kksmartcom.com/projects/punk-panda-swap-stake-and-farm-platform/feed	(from https://kksmartcom.com/projects/punk-panda-swap-stake-and-farm-platform)
17:50:59	8772/8772	---MCZ	200	added ('OK')	application/json	date:Mon,%2003%20Apr%202023%2016:51:00%20GMT	https://kksmartcom.com/wp-json/wp/v2/posts/5935	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-json/wp/v2/posts/5935.json	(from https://kksmartcom.com/projects/punk-panda-swap-stake-and-farm-platform)
17:50:59	2787/2787	---MCZ	200	added ('OK')	application/json	date:Mon,%2003%20Apr%202023%2016:51:00%20GMT	https://kksmartcom.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkksmartcom.com%2Fprojects%2Fpunk-panda-swap-stake-and-farm-platform	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-json/oembed/1.0/embed09e7.json	(from https://kksmartcom.com/projects/punk-panda-swap-stake-and-farm-platform)
17:50:59	1/1	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Apr%202023%2016:51:00%20GMT	https://kksmartcom.com/?p=5935	D:/Crack%20site/kksmartcom.com/kksmartcom.com/index8cc6.html	(from https://kksmartcom.com/projects/punk-panda-swap-stake-and-farm-platform)
17:51:00	2875/2875	---MCZ	200	added ('OK')	text/xml	date:Mon,%2003%20Apr%202023%2016:51:00%20GMT	https://kksmartcom.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkksmartcom.com%2Fprojects%2Fpunk-panda-swap-stake-and-farm-platform&format=xml	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-json/oembed/1.0/embed45ac	(from https://kksmartcom.com/projects/punk-panda-swap-stake-and-farm-platform)
